,symbol,twoHundredDayAverageChangePercent,dividendDate,fiftyTwoWeekLowChangePercent,averageAnalystRating,language,earningsTimestampEnd,epsForward,regularMarketDayHigh,askSize,bookValue,marketCap,exchangeDataDelayedBy,firstTradeDateMilliseconds,averageDailyVolume3Month,trailingAnnualDividendRate,regularMarketVolume,market,postMarketPrice,quoteSourceName,priceHint,sourceInterval,exchange,region,shortName,fullExchangeName,earningsTimestampStart,financialCurrency,displayName,gmtOffSetMilliseconds,regularMarketOpen,regularMarketTime,regularMarketChangePercent,quoteType,trailingAnnualDividendYield,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekHighChangePercent,typeDisp,trailingPE,tradeable,postMarketTime,currency,sharesOutstanding,fiftyTwoWeekHigh,regularMarketPreviousClose,exchangeTimezoneName,postMarketChangePercent,bidSize,priceEpsCurrentYear,exchangeTimezoneShortName,epsCurrentYear,regularMarketPrice,marketState,forwardPE,postMarketChange,earningsTimestamp,ask,epsTrailingTwelveMonths,bid,priceToBook,longName,trailingPegRatio
2023-04-07 00:00:00-04:00,MSFT,0.1479931,1686182400,0.366256,1.9 - Buy,en-US,1682683200,10.75,292.08,10,24.592,2.17061E+12,0,5.11108E+11,31808980,2.6,29770334,us_market,291.6,Delayed Quote,2,15,NMS,US,Microsoft Corporation,NasdaqGS,1682333940,USD,Microsoft,-14400000,283.21,4:00PM EDT,2.5532846,EQUITY,0.009143982,26227860,78.17001,-0.03161527,Equity,31.558443,FALSE,7:59PM EDT,USD,7443800064,301.12,284.34,America/New_York,0,10,31.153849,EDT,9.36,291.6,CLOSED,27.125582,0,1674599400,291.95,9.24,291.5,11.857515,Microsoft Corporation,2.1346
